Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"ACE","Angiotensin I Converting Enzyme","Protein Coding","49","GC17P063477","99.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACE"
"LMNA","Lamin A/C","Protein Coding","47","GC01P156082","95.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"INSR","Insulin Receptor","Protein Coding","54","GC19M007112","94.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INSR"
"HNF1B","HNF1 Homeobox B","Protein Coding","45","GC17M037686","90.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"PDX1","Pancreatic And Duodenal Homeobox 1","Protein Coding","46","GC13P027921","90.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","54","GC14M104769","90.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"IGF1","Insulin Like Growth Factor 1","Protein Coding","49","GC12M102395","89.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1"
"IL10","Interleukin 10","Protein Coding","47","GC01M206767","87.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"APOB","Apolipoprotein B","Protein Coding","45","GC02M020956","86.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOB"
"LEP","Leptin","Protein Coding","47","GC07P128241","86.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","44","GC04P006271","86.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","53","GC20P046008","85.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"IRS1","Insulin Receptor Substrate 1","Protein Coding","47","GC02M226731","85.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1"
"IL1B","Interleukin 1 Beta","Protein Coding","49","GC02M112829","84.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","47","GC10P112950","82.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","52","GC19M041301","82.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"APOA1","Apolipoprotein A1","Protein Coding","49","GC11M116835","81.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"LPL","Lipoprotein Lipase","Protein Coding","50","GC08P019901","81.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LPL"
"IFNG","Interferon Gamma","Protein Coding","48","GC12M068064","80.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","53","GC16P055390","80.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"SERPINE1","Serpin Family E Member 1","Protein Coding","50","GC07P101127","79.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","53","GC17M042313","78.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","50","GC07P150990","78.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"NEUROD1","Neuronal Differentiation 1","Protein Coding","43","GC02M181673","77.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1"
"AGTR1","Angiotensin II Receptor Type 1","Protein Coding","50","GC03P148697","77.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR1"
"PAX4","Paired Box 4","Protein Coding","43","GC07M127610","77.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX4"
"TLR4","Toll Like Receptor 4","Protein Coding","50","GC09P117704","77.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"TSC2","TSC Complex Subunit 2","Protein Coding","49","GC16P002385","77.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2"
"SLC2A2","Solute Carrier Family 2 Member 2","Protein Coding","48","GC03M171024","76.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A2"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","50","GC19P010270","76.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"VWF","Von Willebrand Factor","Protein Coding","48","GC12M005917","76.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWF"
"IL2","Interleukin 2","Protein Coding","46","GC04M122451","75.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"ADIPOQ","Adiponectin, C1Q And Collagen Domain Containing","Protein Coding","45","GC03P186842","75.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPOQ"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","47","GC11M002130","75.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"SOD1","Superoxide Dismutase 1","Protein Coding","52","GC21P031659","75.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","49","GC17P034255","74.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL2"
"RET","Ret Proto-Oncogene","Protein Coding","53","GC10P043081","73.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"MTOR","Mechanistic Target Of Rapamycin Kinase","Protein Coding","53","GC01M011106","72.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","48","GC01M186640","72.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"IL2RA","Interleukin 2 Receptor Subunit Alpha","Protein Coding","50","GC10M006010","71.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA"
"TLR2","Toll Like Receptor 2","Protein Coding","51","GC04P153684","70.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"CD40LG","CD40 Ligand","Protein Coding","47","GC0XP136649","70.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG"
"CD36","CD36 Molecule","Protein Coding","49","GC07P080369","70.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","53","GC02M190964","70.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1"
"RETN","Resistin","Protein Coding","43","GC19P007669","70.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","46","GC02P203867","69.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","46","GC16P056961","69.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"PON1","Paraoxonase 1","Protein Coding","46","GC07M095297","69.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"LIPC","Lipase C, Hepatic Type","Protein Coding","45","GC15P058410","68.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC"
"REN","Renin","Protein Coding","48","GC01M204154","68.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"APOC3","Apolipoprotein C3","Protein Coding","43","GC11P116829","68.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3"
"EDN1","Endothelin 1","Protein Coding","47","GC06P012290","66.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","54","GC07P055019","65.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"SLC30A8","Solute Carrier Family 30 Member 8","Protein Coding","41","GC08P116950","65.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A8"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","52","GC18M063123","64.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"FN1","Fibronectin 1","Protein Coding","50","GC02M215360","64.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"IRS2","Insulin Receptor Substrate 2","Protein Coding","45","GC13M109752","64.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","52","GC01M042925","64.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"CAT","Catalase","Protein Coding","50","GC11P034460","64.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"CRP","C-Reactive Protein","Protein Coding","46","GC01M159715","64.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","47","GC01M011785","63.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"AGT","Angiotensinogen","Protein Coding","49","GC01M230702","63.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"POMC","Proopiomelanocortin","Protein Coding","49","GC02M025160","63.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","51","GC02P170813","63.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","51","GC22M021754","62.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","49","GC17M027756","61.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","54","GC15P098648","61.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"GCG","Glucagon","Protein Coding","41","GC02M162142","61.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG"
"TTN","Titin","Protein Coding","47","GC02M178525","61.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","52","GC03P030623","61.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"FOXP3","Forkhead Box P3","Protein Coding","46","GC0XM049250","61.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"BSCL2","BSCL2 Lipid Droplet Biogenesis Associated, Seipin","Protein Coding","42","GC11M063080","60.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BSCL2"
"HLA-DRB1","Major Histocompatibility Complex, Class II, DR Beta 1","Protein Coding","46","GC06M032578","60.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","43","GC03M185643","60.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","55","GC08M038400","60.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","49","GC11P002444","60.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1"
"TH","Tyrosine Hydroxylase","Protein Coding","52","GC11M002163","59.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","53","GC10P087863","58.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","51","GC09M021967","58.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"ERBB2","Erb-B2 Receptor Tyrosine Kinase 2","Protein Coding","54","GC17P039687","58.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2"
"MEN1","Menin 1","Protein Coding","46","GC11M064803","58.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEN1"
"NF1","Neurofibromin 1","Protein Coding","48","GC17P031007","58.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF1"
"EP300","E1A Binding Protein P300","Protein Coding","50","GC22P041091","58.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"ESR1","Estrogen Receptor 1","Protein Coding","53","GC06P151656","57.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"CAPN10","Calpain 10","Protein Coding","41","GC02P240586","57.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN10"
"CST3","Cystatin C","Protein Coding","44","GC20M023608","57.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"
"HMOX1","Heme Oxygenase 1","Protein Coding","52","GC22P035380","57.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"KLF11","Kruppel Like Factor 11","Protein Coding","39","GC02P010044","57.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF11"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","44","GC16P053737","56.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
"BRCA2","BRCA2 DNA Repair Associated","Protein Coding","49","GC13P032315","56.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA2"
"JAK2","Janus Kinase 2","Protein Coding","54","GC09P004985","56.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","42","GC04P073740","56.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"SLC2A4","Solute Carrier Family 2 Member 4","Protein Coding","46","GC17P007282","56.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4"
"CTNNB1","Catenin Beta 1","Protein Coding","53","GC03P041236","56.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"CACNA1A","Calcium Voltage-Gated Channel Subunit Alpha1 A","Protein Coding","49","GC19M013206","56.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A"
"VDR","Vitamin D Receptor","Protein Coding","52","GC12M047841","55.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"HFE","Homeostatic Iron Regulator","Protein Coding","43","GC06P026087","55.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFE"
"EPO","Erythropoietin","Protein Coding","42","GC07P100720","55.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","54","GC19M040230","55.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"
"HLA-DQB1","Major Histocompatibility Complex, Class II, DQ Beta 1","Protein Coding","44","GC06M032660","55.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1"
"F2","Coagulation Factor II, Thrombin","Protein Coding","48","GC11P046720","54.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"TSC1","TSC Complex Subunit 1","Protein Coding","48","GC09M132891","54.73","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1"
"EGF","Epidermal Growth Factor","Protein Coding","51","GC04P109912","54.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"IL4","Interleukin 4","Protein Coding","46","GC05P132673","54.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","52","GC03P179148","54.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"MPZ","Myelin Protein Zero","Protein Coding","44","GC01M161304","54.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZ"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","51","GC05P068215","54.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"CASR","Calcium Sensing Receptor","Protein Coding","50","GC03P122183","54.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"BMP2","Bone Morphogenetic Protein 2","Protein Coding","46","GC20P006696","54.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","50","GC12M025204","54.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","47","GC04P122826","53.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"GHRL","Ghrelin And Obestatin Prepropeptide","Protein Coding","43","GC03M010285","53.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL"
"CEL","Carboxyl Ester Lipase","Protein Coding","46","GC09P133061","53.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEL"
"PTH","Parathyroid Hormone","Protein Coding","47","GC11M013492","53.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH"
"CD40","CD40 Molecule","Protein Coding","48","GC20P046118","53.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40"
"AIRE","Autoimmune Regulator","Protein Coding","45","GC21P044285","53.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE"
"PLG","Plasminogen","Protein Coding","48","GC06P160702","53.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG"
"MTNR1B","Melatonin Receptor 1B","Protein Coding","45","GC11P092969","53.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTNR1B"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","47","GC09M104781","53.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","52","GC11M000522","52.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"ENPP1","Ectonucleotide Pyrophosphatase/Phosphodiesterase 1","Protein Coding","46","GC06P131808","52.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP1"
"GNAS","GNAS Complex Locus","Protein Coding","50","GC20P058839","52.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"BLK","BLK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","50","GC08P011486","52.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLK"
"TLR3","Toll Like Receptor 3","Protein Coding","52","GC04P186059","51.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3"
"IL1RN","Interleukin 1 Receptor Antagonist","Protein Coding","48","GC02P114906","51.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN"
"FGFR2","Fibroblast Growth Factor Receptor 2","Protein Coding","54","GC10M121478","51.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR2"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","49","GC19P011061","51.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"ADRB2","Adrenoceptor Beta 2","Protein Coding","49","GC05P148825","51.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADRB2"
"APOA5","Apolipoprotein A5","Protein Coding","43","GC11M116789","51.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA5"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","52","GC08P127735","50.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"FBN1","Fibrillin 1","Protein Coding","45","GC15M048408","50.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1"
"THBD","Thrombomodulin","Protein Coding","44","GC20M023026","50.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"APP","Amyloid Beta Precursor Protein","Protein Coding","51","GC21M025880","50.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"MIR21","MicroRNA 21","RNA Gene","21","GC17P059841","50.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","45","GC06P033435","49.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"C3","Complement C3","Protein Coding","48","GC19M006677","49.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"DPP4","Dipeptidyl Peptidase 4","Protein Coding","50","GC02M161992","49.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4"
"HLA-DQA1","Major Histocompatibility Complex, Class II, DQ Alpha 1","Protein Coding","43","GC06P033442","49.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA1"
"CASP3","Caspase 3","Protein Coding","50","GC04M184627","49.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","43","GC06P007726","49.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"CD28","CD28 Molecule","Protein Coding","46","GC02P203706","48.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD28"
"ELN","Elastin","Protein Coding","44","GC07P074027","48.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","46","GC01M113813","48.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"SPP1","Secreted Phosphoprotein 1","Protein Coding","46","GC04P087975","48.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1"
"MFN2","Mitofusin 2","Protein Coding","48","GC01P011980","48.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","47","GC02M197486","48.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","45","GC06M031289","48.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"HK1","Hexokinase 1","Protein Coding","51","GC10P069269","48.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HK1"
"GH1","Growth Hormone 1","Protein Coding","45","GC17M063917","48.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1"
"FAS","Fas Cell Surface Death Receptor","Protein Coding","50","GC10P088969","48.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAS"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","49","GC12P012716","48.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"NEUROG3","Neurogenin 3","Protein Coding","41","GC10M069571","48.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROG3"
"PTPRN","Protein Tyrosine Phosphatase Receptor Type N","Protein Coding","43","GC02M219289","48.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRN"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","47","GC01M017020","48.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","50","GC17M050183","48.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1"
"COL1A2","Collagen Type I Alpha 2 Chain","Protein Coding","47","GC07P094394","48.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A2"
"COG2","Component Of Oligomeric Golgi Complex 2","Protein Coding","40","GC01P230642","48.17","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG2"
"TNFRSF1A","TNF Receptor Superfamily Member 1A","Protein Coding","49","GC12M006328","48.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","51","GC11M102835","47.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"PTPN11","Protein Tyrosine Phosphatase Non-Receptor Type 11","Protein Coding","53","GC12P112418","47.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN11"
"USH2A","Usherin","Protein Coding","38","GC01M215622","47.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USH2A"
"SOD2","Superoxide Dismutase 2","Protein Coding","50","GC06M159669","47.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"SERPINC1","Serpin Family C Member 1","Protein Coding","47","GC01M174131","47.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1"
"CPT2","Carnitine Palmitoyltransferase 2","Protein Coding","49","GC01P053196","47.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2"
"LIPE","Lipase E, Hormone Sensitive Type","Protein Coding","47","GC19M042401","47.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPE"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","50","GC14P075278","47.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"KDR","Kinase Insert Domain Receptor","Protein Coding","53","GC04M055078","47.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"LEPR","Leptin Receptor","Protein Coding","49","GC01P065421","47.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPR"
"DRD2","Dopamine Receptor D2","Protein Coding","50","GC11M113409","47.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"ESR2","Estrogen Receptor 2","Protein Coding","49","GC14M064084","47.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR2"
"F8","Coagulation Factor VIII","Protein Coding","46","GC0XM154835","47.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F8"
