Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"BMP2","Bone Morphogenetic Protein 2","Protein Coding","46","GC20P006696","18.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP2"
"HP","Haptoglobin","Protein Coding","44","GC16P072089","18.56","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HP"
"SOD1","Superoxide Dismutase 1","Protein Coding","52","GC21P031659","18.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"INS","Insulin","Protein Coding","48","GC11M002159","17.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"PON1","Paraoxonase 1","Protein Coding","46","GC07M095297","17.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"SLC11A2","Solute Carrier Family 11 Member 2","Protein Coding","47","GC12M050979","17.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A2"
"PKLR","Pyruvate Kinase L/R","Protein Coding","47","GC01M155289","16.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKLR"
"HMGCR","3-Hydroxy-3-Methylglutaryl-CoA Reductase","Protein Coding","45","GC05P075336","15.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR"
"PON2","Paraoxonase 2","Protein Coding","42","GC07M095404","15.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON2"
"FXYD2","FXYD Domain Containing Ion Transport Regulator 2","Protein Coding","42","GC11M117800","14.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXYD2"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","52","GC11M000522","14.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"CYBRD1","Cytochrome B Reductase 1","Protein Coding","40","GC02P171522","14.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBRD1"
"TNF","Tumor Necrosis Factor","Protein Coding","52","GC06P033397","14.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"FTL","Ferritin Light Chain","Protein Coding","47","GC19P048965","13.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"HEPH","Hephaestin","Protein Coding","39","GC0XP066162","13.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEPH"
"B2M","Beta-2-Microglobulin","Protein Coding","49","GC15P044711","13.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"TGFB1","Transforming Growth Factor Beta 1","Protein Coding","52","GC19M041301","13.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB1"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","45","GC06M031289","13.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"TMPRSS6","Transmembrane Serine Protease 6","Protein Coding","43","GC22M037066","13.34","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMPRSS6"
"IL6","Interleukin 6","Protein Coding","49","GC07P022765","13.24","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"UBE2D1","Ubiquitin Conjugating Enzyme E2 D1","Protein Coding","45","GC10P058334","12.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2D1"
"ALB","Albumin","Protein Coding","50","GC04P073397","12.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALB"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","49","GC12P012716","11.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"CALR","Calreticulin","Protein Coding","51","GC19P012938","11.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR"
"ACO1","Aconitase 1","Protein Coding","44","GC09P032374","11.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACO1"
"SERPINA1","Serpin Family A Member 1","Protein Coding","49","GC14M094376","11.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA1"
"IREB2","Iron Responsive Element Binding Protein 2","Protein Coding","42","GC15P078437","11.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2"
"CP","Ceruloplasmin","Protein Coding","48","GC03M149162","11.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CP"
"GPT","Glutamic--Pyruvic Transaminase","Protein Coding","41","GC08P144502","10.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT"
"MR1","Major Histocompatibility Complex, Class I-Related","Protein Coding","41","GC01P181033","10.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MR1"
"FXN","Frataxin","Protein Coding","45","GC09P069035","10.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FXN"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","55","GC08M038400","10.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"ALAS2","5'-Aminolevulinate Synthase 2","Protein Coding","45","GC0XM055009","10.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALAS2"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","50","GC06P046057","10.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"ANTXR2","ANTXR Cell Adhesion Molecule 2","Protein Coding","46","GC04M079901","10.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANTXR2"
"MIR21","MicroRNA 21","RNA Gene","21","GC17P059841","9.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"NEO1","Neogenin 1","Protein Coding","41","GC15P073051","9.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEO1"
"MT-CYB","Mitochondrially Encoded Cytochrome B","Protein Coding","32","GCMTP014749","9.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-CYB"
"F2","Coagulation Factor II, Thrombin","Protein Coding","48","GC11P046720","9.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"CTNNB1","Catenin Beta 1","Protein Coding","53","GC03P041236","9.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"EPO","Erythropoietin","Protein Coding","42","GC07P100720","9.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"HNF4A","Hepatocyte Nuclear Factor 4 Alpha","Protein Coding","50","GC20P044355","9.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF4A"
"MIR146A","MicroRNA 146a","RNA Gene","21","GC05P160485","9.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"MIR17","MicroRNA 17","RNA Gene","19","GC13P091350","9.53","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17"
"APOE","Apolipoprotein E","Protein Coding","50","GC19P044906","9.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOE"
"PANK2","Pantothenate Kinase 2","Protein Coding","43","GC20P003887","9.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK2"
"ABCB7","ATP Binding Cassette Subfamily B Member 7","Protein Coding","43","GC0XM075053","9.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB7"
"SLC39A14","Solute Carrier Family 39 Member 14","Protein Coding","43","GC08P022367","9.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A14"
"HBB","Hemoglobin Subunit Beta","Protein Coding","45","GC11M005334","9.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBB"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","50","GC12M025204","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"MIR221","MicroRNA 221","RNA Gene","19","GC0XM045746","9.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR221"
"SRPRB","SRP Receptor Subunit Beta","Protein Coding","36","GC03P133784","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPRB"
"CRP","C-Reactive Protein","Protein Coding","46","GC01M159715","9.15","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"ICAM1","Intercellular Adhesion Molecule 1","Protein Coding","50","GC19P010270","9.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"IL10","Interleukin 10","Protein Coding","47","GC01M206767","9.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL10"
"VEGFA","Vascular Endothelial Growth Factor A","Protein Coding","49","GC06P043770","9.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"MIR200B","MicroRNA 200b","RNA Gene","18","GC01P001167","8.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR200B"
"TLR4","Toll Like Receptor 4","Protein Coding","50","GC09P117704","8.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"SMAD4","SMAD Family Member 4","Protein Coding","50","GC18P051028","8.85","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD4"
"GNAS","GNAS Complex Locus","Protein Coding","50","GC20P058839","8.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","46","GC06P033211","8.8","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"HNF1A","HNF1 Homeobox A","Protein Coding","46","GC12P120978","8.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1A"
"FECH","Ferrochelatase","Protein Coding","46","GC18M057544","8.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FECH"
"FCGRT","Fc Fragment Of IgG Receptor And Transporter","Protein Coding","41","GC19P049506","8.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGRT"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","49","GC11P068298","8.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"NFE2L2","Nuclear Factor, Erythroid 2 Like 2","Protein Coding","47","GC02M177227","8.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFE2L2"
"SLC46A1","Solute Carrier Family 46 Member 1","Protein Coding","44","GC17M029697","8.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC46A1"
"CASP8","Caspase 8","Protein Coding","52","GC02P201233","8.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP8"
"CFTR","CF Transmembrane Conductance Regulator","Protein Coding","51","GC07P117465","8.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFTR"
"MIR34A","MicroRNA 34a","RNA Gene","20","GC01M009151","8.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34A"
"CDKN2B","Cyclin Dependent Kinase Inhibitor 2B","Protein Coding","47","GC09M022002","8.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B"
"GDF15","Growth Differentiation Factor 15","Protein Coding","42","GC19P022252","8.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"MIR155","MicroRNA 155","RNA Gene","16","GC21P025573","8.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"MIR19A","MicroRNA 19a","RNA Gene","16","GC13P091426","7.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR19A"
"MIR145","MicroRNA 145","RNA Gene","20","GC05P149430","7.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"OPTN","Optineurin","Protein Coding","44","GC10P013141","7.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPTN"
"AKT1","AKT Serine/Threonine Kinase 1","Protein Coding","54","GC14M104769","7.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT1"
"MIR181A1","MicroRNA 181a-1","RNA Gene","17","GC01M198860","7.89","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","53","GC16P055390","7.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"TEX14","Testis Expressed 14, Intercellular Bridge Forming Factor","Protein Coding","39","GC17M058556","7.86","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TEX14"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","52","GC08P127735","7.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"SLC39A1","Solute Carrier Family 39 Member 1","Protein Coding","38","GC01M153960","7.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC39A1"
"MIR143","MicroRNA 143","RNA Gene","20","GC05P149410","7.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR143"
"MIR23B","MicroRNA 23b","RNA Gene","18","GC09P095085","7.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR23B"
"MIR27A","MicroRNA 27a","RNA Gene","20","GC19M013987","7.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"DCTN1","Dynactin Subunit 1","Protein Coding","45","GC02M074361","7.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCTN1"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","47","GC04P122826","7.65","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"MIR22","MicroRNA 22","RNA Gene","17","GC17M001713","7.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22"
"ATXN2","Ataxin 2","Protein Coding","43","GC12M111443","7.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN2"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","43","GC02P218658","7.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"MIR223","MicroRNA 223","RNA Gene","19","GC0XP066018","7.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR223"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","49","GC17M027756","7.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"VAPB","VAMP Associated Protein B And C","Protein Coding","45","GC20P058389","7.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VAPB"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","53","GC10P087863","7.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"NEDD9","Neural Precursor Cell Expressed, Developmentally Down-Regulated 9","Protein Coding","42","GC06M011183","7.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD9"
"FUS","FUS RNA Binding Protein","Protein Coding","43","GC16P031418","7.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUS"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","53","GC20P046008","7.36","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","49","GC01M058780","7.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"MOB3B","MOB Kinase Activator 3B","Protein Coding","35","GC09M027316","7.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOB3B"
"PARK7","Parkinsonism Associated Deglycase","Protein Coding","46","GC01P007968","7.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7"
"STEAP3","STEAP3 Metalloreductase","Protein Coding","45","GC02P119222","7.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STEAP3"
"ITPR2","Inositol 1,4,5-Trisphosphate Receptor Type 2","Protein Coding","46","GC12M026336","7.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPR2"
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","52","GC03P030623","7.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"C9orf72","C9orf72-SMCR8 Complex Subunit","Protein Coding","41","GC09M027539","7.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72"
"IL2","Interleukin 2","Protein Coding","46","GC04M122451","7.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"NEFH","Neurofilament Heavy","Protein Coding","46","GC22P029480","7.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFH"
"BTD","Biotinidase","Protein Coding","44","GC03P015621","7.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"ALS2","Alsin Rho Guanine Nucleotide Exchange Factor ALS2","Protein Coding","44","GC02M201701","7.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALS2"
"HBS1L","HBS1 Like Translational GTPase","Protein Coding","39","GC06M134960","7.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBS1L"
"SETX","Senataxin","Protein Coding","41","GC09M132261","7.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETX"
"ELP3","Elongator Acetyltransferase Complex Subunit 3","Protein Coding","39","GC08P028089","7.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELP3"
"SPG11","SPG11 Vesicle Trafficking Associated, Spatacsin","Protein Coding","39","GC15M044562","7.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG11"
"NPRL3","NPR3 Like, GATOR1 Complex Subunit","Protein Coding","38","GC16M000084","7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPRL3"
"DPP6","Dipeptidyl Peptidase Like 6","Protein Coding","43","GC07P153887","6.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP6"
"FIG4","FIG4 Phosphoinositide 5-Phosphatase","Protein Coding","43","GC06P109691","6.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIG4"
"SECISBP2","SECIS Binding Protein 2","Protein Coding","42","GC09P089318","6.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SECISBP2"
"ESR1","Estrogen Receptor 1","Protein Coding","53","GC06P151656","6.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"GTPBP1","GTP Binding Protein 1","Protein Coding","38","GC22P038705","6.92","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP1"
"TUBB1","Tubulin Beta 1 Class VI","Protein Coding","47","GC20P059020","6.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB1"
"CFD","Complement Factor D","Protein Coding","45","GC19P000859","6.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFD"
"UNC13A","Unc-13 Homolog A","Protein Coding","41","GC19M017602","6.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC13A"
"E4F1","E4F Transcription Factor 1","Protein Coding","36","GC16P002223","6.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E4F1"
"GMPR","Guanosine Monophosphate Reductase","Protein Coding","43","GC06P016238","6.78","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMPR"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","54","GC07P055019","6.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"FGGY","FGGY Carbohydrate Kinase Domain Containing","Protein Coding","37","GC01P059296","6.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGGY"
"PON3","Paraoxonase 3","Protein Coding","43","GC07M095359","6.74","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON3"
"ERFE","Erythroferrone","Protein Coding","25","GC02P238159","6.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERFE"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","51","GC22M021754","6.63","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"MIR125A","MicroRNA 125a","RNA Gene","19","GC19P051723","6.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125A"
"CREBBP","CREB Binding Protein","Protein Coding","52","GC16M003726","6.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","42","GC04P073740","6.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"PANK1","Pantothenate Kinase 1","Protein Coding","41","GC10M089579","6.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","53","GC17M042313","6.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"SLC25A37","Solute Carrier Family 25 Member 37","Protein Coding","38","GC08P023528","6.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A37"
"IFNG","Interferon Gamma","Protein Coding","48","GC12M068064","6.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNG"
"RGMA","Repulsive Guidance Molecule BMP Co-Receptor A","Protein Coding","40","GC15M093035","6.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGMA"
"TERB2","Telomere Repeat Binding Bouquet Formation Protein 2","Protein Coding","23","GC15P044957","6.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TERB2"
"PRL","Prolactin","Protein Coding","43","GC06M022230","6.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRL"
"FURIN","Furin, Paired Basic Amino Acid Cleaving Enzyme","Protein Coding","47","GC15P090868","6.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FURIN"
"IGF2R","Insulin Like Growth Factor 2 Receptor","Protein Coding","46","GC06P159969","6.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2R"
"DES","Desmin","Protein Coding","47","GC02P219418","6.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DES"
"APP","Amyloid Beta Precursor Protein","Protein Coding","51","GC21M025880","6.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"MMP1","Matrix Metallopeptidase 1","Protein Coding","52","GC11M102810","6.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"
"H2AC18","H2A Clustered Histone 18","Protein Coding","26","GC01M149914","6.08","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AC18"
"SERPINA3","Serpin Family A Member 3","Protein Coding","43","GC14P094612","6.04","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA3"
"CD34","CD34 Molecule","Protein Coding","44","GC01M207880","6.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD34"
"LEP","Leptin","Protein Coding","47","GC07P128241","6.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"ENG","Endoglin","Protein Coding","46","GC09M127815","5.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"SRC","SRC Proto-Oncogene, Non-Receptor Tyrosine Kinase","Protein Coding","52","GC20P037344","5.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRC"
"MTOR","Mechanistic Target Of Rapamycin Kinase","Protein Coding","53","GC01M011106","5.93","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR"
"F3","Coagulation Factor III, Tissue Factor","Protein Coding","45","GC01M094530","5.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F3"
"GGT1","Gamma-Glutamyltransferase 1","Protein Coding","47","GC22P024583","5.88","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GGT1"
"TBCD","Tubulin Folding Cofactor D","Protein Coding","40","GC17P082752","5.83","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCD"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","48","GC12P006630","5.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"SMAD3","SMAD Family Member 3","Protein Coding","48","GC15P067063","5.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD3"
"TTR","Transthyretin","Protein Coding","49","GC18P031557","5.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTR"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","47","GC01M011785","5.7","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"SOD2","Superoxide Dismutase 2","Protein Coding","50","GC06M159669","5.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD2"
"FN1","Fibronectin 1","Protein Coding","50","GC02M215360","5.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"CYP1A2","Cytochrome P450 Family 1 Subfamily A Member 2","Protein Coding","45","GC15P074748","5.67","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP1A2"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","47","GC04M176683","5.66","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"IL1B","Interleukin 1 Beta","Protein Coding","49","GC02M112829","5.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","48","GC01M186640","5.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"WNT5A","Wnt Family Member 5A","Protein Coding","49","GC03M055465","5.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A"
"EGF","Epidermal Growth Factor","Protein Coding","51","GC04P109912","5.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","47","GC11M002130","5.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"MPO","Myeloperoxidase","Protein Coding","50","GC17M058269","5.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPO"
"IRS1","Insulin Receptor Substrate 1","Protein Coding","47","GC02M226731","5.5","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1"
"HSPA5","Heat Shock Protein Family A (Hsp70) Member 5","Protein Coding","47","GC09M125234","5.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA5"
"PEX11B","Peroxisomal Biogenesis Factor 11 Beta","Protein Coding","40","GC01M145911","5.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX11B"
