Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"MEN1","Menin 1","Protein Coding","46","GC11M064803","85.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEN1"
"LEP","Leptin","Protein Coding","47","GC07P128241","84.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEP"
"WFS1","Wolframin ER Transmembrane Glycoprotein","Protein Coding","44","GC04P006271","84.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WFS1"
"EDN1","Endothelin 1","Protein Coding","47","GC06P012290","84.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"IRS1","Insulin Receptor Substrate 1","Protein Coding","47","GC02M226731","84.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1"
"HNF1B","HNF1 Homeobox B","Protein Coding","45","GC17M037686","83.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNF1B"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","53","GC20P046008","82.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"SOD1","Superoxide Dismutase 1","Protein Coding","52","GC21P031659","82.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD1"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","53","GC17M042313","80.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"NOS3","Nitric Oxide Synthase 3","Protein Coding","50","GC07P150990","80.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"LMNA","Lamin A/C","Protein Coding","47","GC01P156082","79.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"CD40LG","CD40 Ligand","Protein Coding","47","GC0XP136649","78.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40LG"
"CTLA4","Cytotoxic T-Lymphocyte Associated Protein 4","Protein Coding","46","GC02P203867","75.71","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTLA4"
"NEUROD1","Neuronal Differentiation 1","Protein Coding","43","GC02M181673","75.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEUROD1"
"VWF","Von Willebrand Factor","Protein Coding","48","GC12M005917","75.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWF"
"CETP","Cholesteryl Ester Transfer Protein","Protein Coding","46","GC16P056961","74.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETP"
"IGF1R","Insulin Like Growth Factor 1 Receptor","Protein Coding","54","GC15P098648","74.82","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF1R"
"STAT1","Signal Transducer And Activator Of Transcription 1","Protein Coding","53","GC02M190964","74.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT1"
"TLR4","Toll Like Receptor 4","Protein Coding","50","GC09P117704","74.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR4"
"MTOR","Mechanistic Target Of Rapamycin Kinase","Protein Coding","53","GC01M011106","73.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTOR"
"IGF2","Insulin Like Growth Factor 2","Protein Coding","47","GC11M002130","73.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"SLC2A1","Solute Carrier Family 2 Member 1","Protein Coding","52","GC01M042925","73.4","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A1"
"PAX4","Paired Box 4","Protein Coding","43","GC07M127610","73.16","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX4"
"CD36","CD36 Molecule","Protein Coding","49","GC07P080369","72.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"PON1","Paraoxonase 1","Protein Coding","46","GC07M095297","72.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON1"
"CASR","Calcium Sensing Receptor","Protein Coding","50","GC03P122183","71.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASR"
"HLA-DRB1","Major Histocompatibility Complex, Class II, DR Beta 1","Protein Coding","46","GC06M032578","71.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB1"
"HMOX1","Heme Oxygenase 1","Protein Coding","52","GC22P035380","71.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"TCF7L2","Transcription Factor 7 Like 2","Protein Coding","47","GC10P112950","70.47","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7L2"
"IL1RN","Interleukin 1 Receptor Antagonist","Protein Coding","48","GC02P114906","69.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RN"
"REN","Renin","Protein Coding","48","GC01M204154","68.69","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"RET","Ret Proto-Oncogene","Protein Coding","53","GC10P043081","68.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RET"
"SLC2A2","Solute Carrier Family 2 Member 2","Protein Coding","48","GC03M171024","68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A2"
"MMP2","Matrix Metallopeptidase 2","Protein Coding","53","GC16P055390","67.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP2"
"APOC3","Apolipoprotein C3","Protein Coding","43","GC11P116829","67.84","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3"
"TSC1","TSC Complex Subunit 1","Protein Coding","48","GC09M132891","67.76","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1"
"FOXP3","Forkhead Box P3","Protein Coding","46","GC0XM049250","67.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXP3"
"AIRE","Autoimmune Regulator","Protein Coding","45","GC21P044285","67.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIRE"
"GAD1","Glutamate Decarboxylase 1","Protein Coding","51","GC02P170813","67.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD1"
"RETN","Resistin","Protein Coding","43","GC19P007669","67.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RETN"
"LIPC","Lipase C, Hepatic Type","Protein Coding","45","GC15P058410","67.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC"
"GCG","Glucagon","Protein Coding","41","GC02M162142","66.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG"
"AGT","Angiotensinogen","Protein Coding","49","GC01M230702","66.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGT"
"POMC","Proopiomelanocortin","Protein Coding","49","GC02M025160","65.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POMC"
"HLA-DQB1","Major Histocompatibility Complex, Class II, DQ Beta 1","Protein Coding","44","GC06M032660","65.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQB1"
"CRP","C-Reactive Protein","Protein Coding","46","GC01M159715","64.54","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"MAPK1","Mitogen-Activated Protein Kinase 1","Protein Coding","51","GC22M021754","64.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK1"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","54","GC07P055019","64.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"FN1","Fibronectin 1","Protein Coding","50","GC02M215360","64.25","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"TTN","Titin","Protein Coding","47","GC02M178525","64.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","53","GC10P087863","63.39","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"MTHFR","Methylenetetrahydrofolate Reductase","Protein Coding","47","GC01M011785","62.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFR"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","49","GC17M027756","62.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"TLR2","Toll Like Receptor 2","Protein Coding","51","GC04P153684","62.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR2"
"KCNQ1","Potassium Voltage-Gated Channel Subfamily Q Member 1","Protein Coding","49","GC11P002444","62.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ1"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","42","GC04P073740","61.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"ESR1","Estrogen Receptor 1","Protein Coding","53","GC06P151656","61.2","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESR1"
"CAT","Catalase","Protein Coding","50","GC11P034460","61.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"SLC30A8","Solute Carrier Family 30 Member 8","Protein Coding","41","GC08P116950","60.95","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC30A8"
"VCAM1","Vascular Cell Adhesion Molecule 1","Protein Coding","46","GC01P100719","60.79","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAM1"
"CTNNB1","Catenin Beta 1","Protein Coding","53","GC03P041236","60.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNNB1"
"MMP1","Matrix Metallopeptidase 1","Protein Coding","52","GC11M102810","60.48","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"
"FGFR1","Fibroblast Growth Factor Receptor 1","Protein Coding","55","GC08M038400","60.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR1"
"TH","Tyrosine Hydroxylase","Protein Coding","52","GC11M002163","59.77","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TH"
"EP300","E1A Binding Protein P300","Protein Coding","50","GC22P041091","59.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EP300"
"IRS2","Insulin Receptor Substrate 2","Protein Coding","45","GC13M109752","59.13","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS2"
"CCR5","C-C Motif Chemokine Receptor 5 (Gene/Pseudogene)","Protein Coding","47","GC03P046384","58.98","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"CEL","Carboxyl Ester Lipase","Protein Coding","46","GC09P133061","58.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEL"
"APP","Amyloid Beta Precursor Protein","Protein Coding","51","GC21M025880","58.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APP"
"CD4","CD4 Molecule","Protein Coding","50","GC12P006786","58.12","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD4"
"ABCA1","ATP Binding Cassette Subfamily A Member 1","Protein Coding","47","GC09M104781","57.46","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCA1"
"IL2","Interleukin 2","Protein Coding","46","GC04M122451","57.41","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2"
"PTH","Parathyroid Hormone","Protein Coding","47","GC11M013492","57.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTH"
"CD40","CD40 Molecule","Protein Coding","48","GC20P046118","57.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40"
"ITGB2","Integrin Subunit Beta 2","Protein Coding","50","GC21M044885","57.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB2"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","51","GC09M021967","56.97","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"EGF","Epidermal Growth Factor","Protein Coding","51","GC04P109912","56.62","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"RYR1","Ryanodine Receptor 1","Protein Coding","48","GC19P038434","56.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RYR1"
"CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","45","GC10M044370","56.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL12"
"KLF11","Kruppel Like Factor 11","Protein Coding","39","GC02P010044","56.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF11"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","52","GC03P179148","56.42","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"HLA-DQA1","Major Histocompatibility Complex, Class II, DQ Alpha 1","Protein Coding","43","GC06P033442","56.35","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DQA1"
"EPO","Erythropoietin","Protein Coding","42","GC07P100720","56.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"TLR3","Toll Like Receptor 3","Protein Coding","52","GC04P186059","56.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLR3"
"HFE","Homeostatic Iron Regulator","Protein Coding","43","GC06P026087","56.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFE"
"BRCA1","BRCA1 DNA Repair Associated","Protein Coding","50","GC17M043044","56.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA1"
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","52","GC03P030623","56.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"F2","Coagulation Factor II, Thrombin","Protein Coding","48","GC11P046720","56.02","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2"
"JUN","Jun Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","49","GC01M058780","55.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUN"
"CST3","Cystatin C","Protein Coding","44","GC20M023608","55.6","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"
"MPZ","Myelin Protein Zero","Protein Coding","44","GC01M161304","55.52","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPZ"
"ENPP1","Ectonucleotide Pyrophosphatase/Phosphodiesterase 1","Protein Coding","46","GC06P131808","55.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENPP1"
"GNAS","GNAS Complex Locus","Protein Coding","50","GC20P058839","55.29","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"IL4","Interleukin 4","Protein Coding","46","GC05P132673","55.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL4"
"HSPG2","Heparan Sulfate Proteoglycan 2","Protein Coding","47","GC01M021822","55.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPG2"
"CREBBP","CREB Binding Protein","Protein Coding","52","GC16M003726","54.87","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREBBP"
"HLA-B","Major Histocompatibility Complex, Class I, B","Protein Coding","45","GC06M031289","54.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-B"
"PRKAR1A","Protein Kinase CAMP-Dependent Type I Regulatory Subunit Alpha","Protein Coding","52","GC17P068414","54.32","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAR1A"
"PIK3R1","Phosphoinositide-3-Kinase Regulatory Subunit 1","Protein Coding","51","GC05P068215","54.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R1"
"IL2RA","Interleukin 2 Receptor Subunit Alpha","Protein Coding","50","GC10M006010","54.23","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL2RA"
"TGFBR1","Transforming Growth Factor Beta Receptor 1","Protein Coding","53","GC09P099104","54.21","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1"
"FBN1","Fibrillin 1","Protein Coding","45","GC15M048408","54.05","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN1"
"GHRL","Ghrelin And Obestatin Prepropeptide","Protein Coding","43","GC03M010285","53.94","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GHRL"
"FOS","Fos Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","50","GC14P075278","53.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOS"
"PTPN22","Protein Tyrosine Phosphatase Non-Receptor Type 22","Protein Coding","46","GC01M113813","53.61","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN22"
"ELN","Elastin","Protein Coding","44","GC07P074027","53.51","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELN"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","52","GC11M000522","53.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"TSC2","TSC Complex Subunit 2","Protein Coding","49","GC16P002385","53.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC2"
"PLG","Plasminogen","Protein Coding","48","GC06P160702","53.03","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG"
"BLK","BLK Proto-Oncogene, Src Family Tyrosine Kinase","Protein Coding","50","GC08P011486","52.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLK"
"NFKB1","Nuclear Factor Kappa B Subunit 1","Protein Coding","53","GC04P102501","52.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","52","GC08P127735","52.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"MMP3","Matrix Metallopeptidase 3","Protein Coding","51","GC11M102835","52.33","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP3"
"CAV1","Caveolin 1","Protein Coding","48","GC07P116524","52.28","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV1"
"BMP6","Bone Morphogenetic Protein 6","Protein Coding","43","GC06P007726","52.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP6"
"APOA5","Apolipoprotein A5","Protein Coding","43","GC11M116789","52.19","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA5"
"VDR","Vitamin D Receptor","Protein Coding","52","GC12M047841","52.18","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDR"
"TNFRSF1A","TNF Receptor Superfamily Member 1A","Protein Coding","49","GC12M006328","52.06","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A"
"FLNA","Filamin A","Protein Coding","49","GC0XM154348","52.01","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLNA"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","50","GC12M025204","51.72","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"CACNA1A","Calcium Voltage-Gated Channel Subunit Alpha1 A","Protein Coding","49","GC19M013206","51.59","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1A"
"COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","50","GC17M050183","51.38","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1"
"AKT2","AKT Serine/Threonine Kinase 2","Protein Coding","54","GC19M040230","51.31","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKT2"
"IL13","Interleukin 13","Protein Coding","45","GC05P132656","50.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13"
"GH1","Growth Hormone 1","Protein Coding","45","GC17M063917","50.81","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GH1"
"ITGAM","Integrin Subunit Alpha M","Protein Coding","46","GC16P031420","50.68","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM"
"SLC2A4","Solute Carrier Family 2 Member 4","Protein Coding","46","GC17P007282","50.58","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4"
"JAK2","Janus Kinase 2","Protein Coding","54","GC09P004985","50.57","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAK2"
"C3","Complement C3","Protein Coding","48","GC19M006677","50.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C3"
"SELE","Selectin E","Protein Coding","44","GC01M169722","50.55","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"IGF2BP2","Insulin Like Growth Factor 2 MRNA Binding Protein 2","Protein Coding","43","GC03M185643","50.45","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2BP2"
"FGF2","Fibroblast Growth Factor 2","Protein Coding","47","GC04P122826","50.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"THBD","Thrombomodulin","Protein Coding","44","GC20M023026","50.44","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBD"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","49","GC19P011061","50.43","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"BRAF","B-Raf Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","54","GC07M140719","50.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","46","GC06P033211","50.11","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"CD28","CD28 Molecule","Protein Coding","46","GC02P203706","50.09","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD28"
"PTPRC","Protein Tyrosine Phosphatase Receptor Type C","Protein Coding","51","GC01P198607","49.96","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRC"
"NR3C2","Nuclear Receptor Subfamily 3 Group C Member 2","Protein Coding","47","GC04M148078","49.91","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR3C2"
"CYP21A2","Cytochrome P450 Family 21 Subfamily A Member 2","Protein Coding","45","GC06P033435","49.64","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP21A2"
"PTGS2","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","48","GC01M186640","49.49","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","49","GC12P012716","49.37","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","49","GC11P068298","49.3","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"DPP4","Dipeptidyl Peptidase 4","Protein Coding","50","GC02M161992","49.27","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPP4"
"MIR21","MicroRNA 21","RNA Gene","21","GC17P059841","49.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR21"
"SERPINC1","Serpin Family C Member 1","Protein Coding","47","GC01M174131","49.26","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINC1"
"SPP1","Secreted Phosphoprotein 1","Protein Coding","46","GC04P087975","49.22","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","47","GC02M197486","49.14","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"IL1A","Interleukin 1 Alpha","Protein Coding","44","GC02M112773","49.1","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"FLT1","Fms Related Receptor Tyrosine Kinase 1","Protein Coding","51","GC13M028300","49.07","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1"
"SDHB","Succinate Dehydrogenase Complex Iron Sulfur Subunit B","Protein Coding","47","GC01M017020","48.99","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHB"
"FTO","FTO Alpha-Ketoglutarate Dependent Dioxygenase","Protein Coding","44","GC16P053737","48.75","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTO"
